Data Source,ID,Post link,List date,Sold date,Days until sold,Price,Address,Status,Area,Bedrooms,Bathrooms,Latitude,Longitude
https://www.realtor.com/,3827729660,https://www.realtor.com/realestateandhomes-detail/6916-58th-Rd_Maspeth_NY_11378_M38277-29660,2024-05-15,Not sold yet,Not sold yet,848000,"69-16 58th Rd, Maspeth, NY 11378",FOR_SALE,1216.0,3,2.5,40.724002,-73.893631
https://www.realtor.com/,3225119590,https://www.realtor.com/realestateandhomes-detail/30-Nippon-Ave_Staten-Island_NY_10312_M32251-19590,2024-04-29,Not sold yet,Not sold yet,1099000,"30 Nippon Ave, Staten Island, NY 10312",FOR_SALE,2744.0,3,2,40.543566,-74.194925
https://www.realtor.com/,3952808501,https://www.realtor.com/realestateandhomes-detail/92-Wilder-Ave_Staten-Island_NY_10306_M39528-08501,2024-03-12,Not sold yet,Not sold yet,900000,"92 Wilder Ave, Staten Island, NY 10306",FOR_SALE,1440.0,3,2.5,40.570684,-74.134488
https://www.realtor.com/,4120588701,https://www.realtor.com/realestateandhomes-detail/10205-217th-St_Queens-Village_NY_11429_M41205-88701,2024-04-25,Not sold yet,Not sold yet,760000,"102-05 217th St, Queens Village, NY 11429",FOR_SALE,1628.0,3,3,40.713319,-73.741066
https://www.realtor.com/,4518758695,https://www.realtor.com/realestateandhomes-detail/4412-Snyder-Ave_Brooklyn_NY_11203_M45187-58695,2023-08-07,Not sold yet,Not sold yet,675000,"4412 Snyder Ave, Brooklyn, NY 11203",FOR_SALE,1482.0,3,1,40.649537,-73.935494
https://www.realtor.com/,4882251890,https://www.realtor.com/realestateandhomes-detail/22631-Mentone-Ave_Springfield-Gardens_NY_11413_M48822-51890,2024-02-14,Not sold yet,Not sold yet,637500,"226-31 Mentone Ave, Queens, NY 11413",FOR_SALE,1528.0,3,1,40.668198,-73.748358
https://www.realtor.com/,4212273588,https://www.realtor.com/realestateandhomes-detail/106-Winham-Ave_Staten-Island_NY_10306_M42122-73588,2024-04-15,Not sold yet,Not sold yet,638000,"106 Winham Ave, Staten Island, NY 10306",FOR_SALE,1104.0,2,1,40.564526,-74.104961
https://www.realtor.com/,3586571627,https://www.realtor.com/realestateandhomes-detail/4163-Laconia-Ave_Bronx_NY_10466_M35865-71627,2024-03-26,Not sold yet,Not sold yet,475000,"4163 Laconia Ave, Bronx, NY 10466",FOR_SALE,1088.0,3,2,40.888886,-73.8467
https://www.realtor.com/,3740782131,https://www.realtor.com/realestateandhomes-detail/40-Bogota-St_Staten-Island_NY_10314_M37407-82131,2024-04-17,Not sold yet,Not sold yet,838000,"40 Bogota St, Staten Island, NY 10314",FOR_SALE,1772.0,3,2.5+,40.586794,-74.14752
https://www.realtor.com/,3026685447,https://www.realtor.com/realestateandhomes-detail/43-Osgood-Ave_Staten-Island_NY_10304_M30266-85447,2024-04-18,Not sold yet,Not sold yet,478800,"43 Osgood Ave, Staten Island, NY 10304",FOR_SALE,1510.0,3,1,40.619219,-74.084364
